Model Name,Wake Precision,Wake Recall,Wake F1-Score,Wake Support,NREM Precision,NREM Recall,NREM F1-Score,NREM Support,IS Precision,IS Recall,IS F1-Score,IS Support,REM Precision,REM Recall,REM F1-Score,REM Support,Accuracy,Macro Avg Precision,Macro Avg Recall,Macro Avg F1-Score,Macro Avg Support,Weighted Avg Precision,Weighted Avg Recall,Weighted Avg F1-Score,Weighted Avg Support
SleepScoringCNN_OE_15,0.91,0.94,0.92,45524,0.89,0.80,0.84,29842,0.70,0.77,0.73,8358,0.72,0.92,0.80,2620,avg,0.80,0.86,0.82,avg,0.88,0.87,0.87,86344,avg,0.80,0.86,0.82,86344,avg,0.88,0.87,0.87,86344
SleepScoringCNN_2O_20,0.99,0.86,0.92,45524,0.80,0.89,0.85,29842,0.69,0.87,0.77,8358,0.74,0.95,0.83,2620,avg,0.81,0.89,0.84,avg,0.89,0.87,0.88,86344,avg,0.81,0.89,0.84,86344,avg,0.89,0.87,0.88,86344
SleepScoringCNN_2O_21,0.93,0.98,0.95,110338,0.85,0.81,0.83,43817,0.84,0.73,0.78,21140,0.33,0.26,0.29,3793,avg,0.74,0.69,0.71,avg,0.89,0.89,0.89,179088,avg,0.74,0.69,0.71,179088,avg,0.89,0.89,0.89,179088
SleepScoringCNN_2O_22,0.95,0.94,0.95,110366,0.82,0.89,0.85,43817,0.84,0.67,0.75,21140,0.06,0.07,0.06,3793,avg,0.67,0.65,0.65,avg,0.89,0.88,0.88,179116,avg,0.67,0.65,0.65,179116,avg,0.89,0.88,0.88,179116
SleepScoringCNN_2O_23,0.94,0.98,0.96,110362,0.85,0.87,0.86,43817,0.84,0.72,0.78,21140,0.17,0.04,0.06,3793,avg,0.70,0.65,0.66,avg,0.89,0.90,0.90,179112,avg,0.70,0.65,0.66,179112,avg,0.89,0.90,0.90,179112
SleepScoringCNN_2O_24,0.93,0.96,0.95,110318,0.90,0.74,0.81,43817,0.75,0.78,0.77,21140,0.36,0.65,0.46,3793,avg,0.73,0.78,0.75,avg,0.89,0.88,0.88,179068,avg,0.73,0.78,0.75,179068,avg,0.89,0.88,0.88,179068
SleepScoringCNN_3O_kodd_25,0.99,0.70,0.82,110318,0.67,0.72,0.69,43817,0.51,0.27,0.35,21140,0.09,0.98,0.16,3793,avg,0.56,0.67,0.51,avg,0.84,0.66,0.72,179068,avg,0.56,0.67,0.51,179068,avg,0.84,0.66,0.72,179068
BiLSTMModel1H_26,0.97,0.94,0.95,2036,0.65,0.46,0.54,581,0.35,0.94,0.50,186,0.12,0.01,0.02,74,avg,0.52,0.59,0.50,avg,0.85,0.82,0.82,2877,avg,0.52,0.59,0.50,2877,avg,0.85,0.82,0.82,2877
BiLSTMModel1H_27,1.00,0.79,0.88,4410,0.52,0.77,0.62,1196,0.57,0.92,0.70,402,0.00,0.00,0.00,160,avg,0.52,0.62,0.55,avg,0.85,0.78,0.80,6168,avg,0.52,0.62,0.55,6168,avg,0.85,0.78,0.80,6168
BiLSTMModel1H_28,1.00,0.90,0.95,4410,0.55,0.50,0.52,1196,0.37,0.99,0.54,402,0.00,0.00,0.00,160,avg,0.48,0.60,0.50,avg,0.84,0.80,0.81,6168,avg,0.48,0.60,0.50,6168,avg,0.84,0.80,0.81,6168
BiLSTMModel1H_29,1.00,0.87,0.93,4410,0.67,0.82,0.74,1196,0.62,0.87,0.72,402,0.15,0.27,0.19,160,avg,0.61,0.71,0.65,avg,0.89,0.84,0.86,6168,avg,0.61,0.71,0.65,6168,avg,0.89,0.84,0.86,6168
BiLSTMModel1H_30,0.96,0.90,0.93,15422,0.72,0.87,0.79,4195,0.64,0.67,0.66,1416,0.00,0.01,0.01,556,avg,0.58,0.61,0.60,avg,0.87,0.86,0.86,21589,avg,0.58,0.61,0.60,21589,avg,0.87,0.86,0.86,21589
BiLSTMModel1H_31,0.97,0.89,0.93,30858,0.63,0.92,0.75,8372,0.64,0.35,0.45,2834,0.06,0.06,0.06,1115,avg,0.57,0.56,0.55,avg,0.86,0.84,0.84,43179,avg,0.57,0.56,0.55,43179,avg,0.86,0.84,0.84,43179
BiLSTMModel1H_32,0.96,0.92,0.94,30858,0.72,0.65,0.68,8372,0.42,0.80,0.55,2834,0.03,0.02,0.03,1115,avg,0.53,0.60,0.55,avg,0.86,0.84,0.84,43179,avg,0.53,0.60,0.55,43179,avg,0.86,0.84,0.84,43179
BiLSTMModel1H_33,0.98,0.86,0.92,30858,0.60,0.73,0.66,8372,0.46,0.71,0.56,2834,0.04,0.04,0.04,1115,avg,0.52,0.59,0.55,avg,0.85,0.81,0.82,43179,avg,0.52,0.59,0.55,43179,avg,0.85,0.81,0.82,43179
BiLSTMModel1H_34,0.85,0.88,0.86,45554,0.75,0.59,0.66,29842,0.46,0.81,0.59,8358,0.46,0.14,0.22,2620,avg,0.63,0.61,0.58,avg,0.76,0.75,0.75,86374,avg,0.63,0.61,0.58,86374,avg,0.76,0.75,0.75,86374
SleepScoringCNN_OE_35,0.92,0.86,0.89,45524,0.89,0.72,0.80,29842,0.61,0.89,0.72,8358,0.36,0.99,0.53,2620,avg,0.69,0.87,0.73,avg,0.86,0.82,0.83,86344,avg,0.69,0.87,0.73,86344,avg,0.86,0.82,0.83,86344
SleepScoringCNN_OE_36,0.96,0.91,0.93,46028,0.79,0.67,0.72,15405,0.53,0.64,0.58,4615,0.24,0.93,0.38,1430,avg,0.63,0.78,0.65,avg,0.88,0.83,0.85,67478,avg,0.63,0.78,0.65,67478,avg,0.88,0.83,0.85,67478
SleepScoringCNN_OE_37,0.96,0.96,0.96,110338,0.70,0.91,0.79,43817,0.91,0.20,0.33,21140,0.44,0.67,0.53,3793,avg,0.75,0.69,0.65,avg,0.88,0.86,0.84,179088,avg,0.75,0.69,0.65,179088,avg,0.88,0.86,0.84,179088
BiLSTMModel1H_38,1.00,0.89,0.94,3854,0.68,0.80,0.73,1054,0.58,0.88,0.70,347,0.24,0.28,0.26,142,avg,0.62,0.71,0.66,avg,0.89,0.86,0.87,5397,avg,0.62,0.71,0.66,5397,avg,0.89,0.86,0.87,5397
NNModel1O_39,0.95,0.64,0.77,45551,0.76,0.77,0.76,29842,0.58,0.92,0.71,8358,0.21,0.96,0.35,2620,avg,0.62,0.82,0.65,avg,0.83,0.72,0.75,86371,avg,0.62,0.82,0.65,86371,avg,0.83,0.72,0.75,86371
NNModel1O_40,0.95,0.62,0.75,45551,0.74,0.79,0.77,29842,0.60,0.91,0.72,8358,0.21,0.96,0.34,2620,avg,0.62,0.82,0.64,avg,0.82,0.72,0.74,86371,avg,0.62,0.82,0.64,86371,avg,0.82,0.72,0.74,86371
NNModel1O_41,0.99,0.73,0.84,45525,0.80,0.81,0.81,29842,0.58,0.94,0.71,8358,0.29,0.98,0.45,2620,avg,0.67,0.86,0.70,avg,0.86,0.79,0.81,86345,avg,0.67,0.86,0.70,86345,avg,0.86,0.79,0.81,86345
NNModel1O_42,0.99,0.74,0.85,45525,0.79,0.81,0.80,29842,0.57,0.94,0.71,8358,0.33,0.97,0.49,2620,avg,0.67,0.87,0.71,avg,0.86,0.79,0.81,86345,avg,0.67,0.87,0.71,86345,avg,0.86,0.79,0.81,86345
NNModel1O_43,0.98,0.79,0.88,45525,0.81,0.80,0.81,29842,0.56,0.94,0.70,8358,0.40,0.93,0.56,2620,avg,0.69,0.87,0.74,avg,0.86,0.81,0.83,86345,avg,0.69,0.87,0.74,86345,avg,0.86,0.81,0.83,86345
NNModel1O_44,0.98,0.80,0.88,45525,0.83,0.81,0.82,29842,0.57,0.92,0.71,8358,0.37,0.96,0.54,2620,avg,0.69,0.87,0.74,avg,0.87,0.82,0.83,86345,avg,0.69,0.87,0.74,86345,avg,0.87,0.82,0.83,86345
NNModel1O_45,0.96,0.88,0.92,45525,0.86,0.66,0.75,29842,0.46,0.98,0.62,8358,0.64,0.95,0.77,2620,avg,0.73,0.87,0.76,avg,0.87,0.82,0.83,86345,avg,0.73,0.87,0.76,86345,avg,0.87,0.82,0.83,86345
NNModel1O_46,0.91,0.93,0.92,110356,0.86,0.80,0.83,43817,0.83,0.76,0.79,21140,0.03,0.05,0.04,3793,avg,0.66,0.63,0.64,avg,0.87,0.86,0.86,179106,avg,0.66,0.63,0.64,179106,avg,0.87,0.86,0.86,179106
NNModel1O_47,0.89,0.90,0.90,110400,0.70,0.68,0.69,43817,0.65,0.54,0.59,21140,0.03,0.07,0.05,3793,avg,0.57,0.55,0.55,avg,0.80,0.78,0.79,179150,avg,0.57,0.55,0.55,179150,avg,0.80,0.78,0.79,179150
NNModel1O_48,0.98,0.76,0.85,110352,0.84,0.87,0.85,43817,0.81,0.78,0.79,21140,0.10,0.73,0.17,3793,avg,0.68,0.78,0.67,avg,0.91,0.79,0.83,179102,avg,0.68,0.78,0.67,179102,avg,0.91,0.79,0.83,179102
NNModel1O_49,0.76,0.86,0.80,110400,0.64,0.38,0.48,43817,0.68,0.48,0.56,21140,0.01,0.03,0.01,3793,avg,0.52,0.44,0.46,avg,0.70,0.68,0.68,179150,avg,0.52,0.44,0.46,179150,avg,0.70,0.68,0.68,179150
NNModel1O_50,0.97,0.70,0.81,110392,0.74,0.81,0.77,43817,0.78,0.74,0.76,21140,0.09,0.72,0.16,3793,avg,0.64,0.74,0.63,avg,0.87,0.73,0.78,179142,avg,0.64,0.74,0.63,179142,avg,0.87,0.73,0.78,179142
NNModel1O_51,0.99,0.83,0.90,110160,0.83,0.92,0.87,43817,0.87,0.78,0.82,21140,0.17,0.86,0.28,3793,avg,0.71,0.85,0.72,avg,0.92,0.84,0.87,178910,avg,0.71,0.85,0.72,178910,avg,0.92,0.84,0.87,178910
NNModel1E_52,0.94,0.78,0.85,110372,0.75,0.84,0.80,43817,0.82,0.75,0.78,21140,0.01,0.06,0.02,3793,avg,0.63,0.61,0.61,avg,0.86,0.78,0.81,179122,avg,0.63,0.61,0.61,179122,avg,0.86,0.78,0.81,179122
NNModel1E_53,0.97,0.84,0.90,110372,0.71,0.89,0.79,43817,0.82,0.76,0.78,21140,0.02,0.04,0.02,3793,avg,0.63,0.63,0.62,avg,0.87,0.82,0.84,179122,avg,0.63,0.63,0.62,179122,avg,0.87,0.82,0.84,179122
NNModel1E_54,0.97,0.81,0.88,110372,0.74,0.84,0.79,43817,0.64,0.87,0.74,21140,0.02,0.04,0.02,3793,avg,0.59,0.64,0.61,avg,0.86,0.81,0.82,179122,avg,0.59,0.64,0.61,179122,avg,0.86,0.81,0.82,179122
CNN_Model_1_55,0.97,0.95,0.96,110318,0.92,0.83,0.87,43817,0.80,0.88,0.84,21140,0.36,0.74,0.48,3793,avg,0.76,0.85,0.79,avg,0.92,0.91,0.91,179068,avg,0.76,0.85,0.79,179068,avg,0.92,0.91,0.91,179068
